nombre_establecimiento,razon_social,fecha_alta,categoria_actividad,actividad,personas_ocupadas,tipo_empresa,tipo_centro_comercio,centro_comercio,tipo_unidad_economica,direccion,colonia,alcaldia,telefono,correo_electronico,pagina_web,latitud,longitud
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE PLAZA  HIDALGO EXT. 7  C.P. 4000,VILLA COYOACAN,COYOACAN,NA,NA,www.farmaciasdesimilares.com,19.35024605,-99.16292015
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE REPÚBLICA DE CUBA EXT. 2  C.P. 6000,CENTRO IV,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.43776802,-99.14018703
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE LINEA 5 METRO PANTITLAN   C.P. 15740,AVIACION CIVIL (AMPL),VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.41514532,-99.07505433
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA JUAN DE LA GRANJA EXT. 0  C.P. 15120,CENTRO II,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.42833754,-99.11973677
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE LUCAS ALAMÁN EXT. 14  C.P. 6800,OBRERA I,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42153614,-99.14289774
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE Laguna de Términos EXT. 96 INT. 0 C.P. 11320,TLAXPANA,MIGUEL HIDALGO,NA,NA,www.farmaciasdesimilares.com,19.44193635,-99.17091662
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA GUERRA DE REFORMA EXT. 976 INT. 0 C.P. 9310,LEYES DE REFORMA 3A SECCION II,IZTAPALAPA,NA,NA,www.farmaciasdesimilares.com,19.37559902,-99.07002106
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE ORIENTE 101 EXT. 3112 INT. 0 C.P. 7860,TABLAS DE SAN AGUSTIN,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.46370287,-99.11147598
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA 412 EJE 5 NORTE EXT. 0  C.P. 7910,SAN JUAN DE ARAGON 7 SECC (U HAB) II,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.46668593,-99.07379837
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE ESTADO DE ZACATECAS EXT. 97  C.P. 7550,PROVIDENCIA II,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.48431422,-99.07036982
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE DOCTOR GARCIA DIEGO EXT. 153  C.P. 6720,DOCTORES IV,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.41660226,-99.15097494
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE OBSERVATORIO EXT. 485  C.P. 1110,LAS PALMAS,ALVARO OBREGON,NA,NA,www.farmaciasdesimilares.com,19.40014128,-99.21110335
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,OTRO CONGLOMERADO,DR. JOSE MARIA VERTIZ 523,Fijo,CALLE DOCTOR JOSÉ MARÍA VÉRTIZ EXT. 523 INT. 0 C.P. 3000,PIEDAD NARVARTE,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.40237429,-99.15063942
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA Oaxaca EXT. 12 INT. 0 C.P. 6700,ROMA NORTE I,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42259511,-99.16377834
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,AVENIDA UNIVERSIDAD EXT. 913  C.P. 3100,DEL VALLE VII,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.36965,-99.16561343
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE DOCTOR JOSÉ MARÍA VÉRTIZ EXT. 1274  C.P. 3600,LETRAN VALLE,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.3754188,-99.1538196
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE FERNANDO MONTES DE OCA EXT. 161 INT. 0 C.P. 3610,AMERICAS UNIDAS-DEL LAGO,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.38114043,-99.14313712
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE CORREO MAYOR EXT. 62 INT. 0 C.P. 6090,CENTRO VII,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.43027731,-99.13029225
FARMACIAS DE SIMILARES,DISTRIBUIDORAS CRUVILAM SA DE CV,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 8 SUR (CALZADA ERMITA IZTAPALAPA)   C.P. 9837,8A DE SAN MIGUEL (AMPL),IZTAPALAPA,NA,NA,NA,19.35112755,-99.07558927
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ALPES EXT. 48  C.P. 1010,ALPES,ALVARO OBREGON,NA,NA,www.farmaciasdesimilares.com,19.36268016,-99.19098104
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE EMERSON EXT. 304  C.P. 11570,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,NA,NA,www.farmaciasdesimilares.com,19.43320469,-99.18884283
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,AVENIDA TICOMÁN EXT. 1264  C.P. 7320,LA PURISIMA TICOMAN (BARR),GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.51630042,-99.13502452
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA MÉXICO EXT. 35  C.P. 1080,PROGRESO TIZAPAN,ALVARO OBREGON,NA,NA,www.farmaciasdesimilares.com,19.34018596,-99.20077325
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE Paseo de la Virgen EXT. 7 INT. 0 C.P. 16020,SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO,NA,NA,www.farmaciasdesimilares.com,19.2804038,-99.13787946
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2020-04-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA insurgentes sur EXT. 2375 INT. 0 C.P. 1090,SAN ANGEL,ALVARO OBREGON,NA,NA,www.farmaciasdesimilares.com,19.34160742,-99.18982443
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALZADA ERMITA IZTAPALAPA EXT. 72  C.P. 3580,MIRAVALLE,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.35971742,-99.13975498
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,AVENIDA FRAY SERVANDO TERESA DE MIER EXT. 854 INT. 0 C.P. 15900,JARDIN BALBUENA I,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.41873835,-99.10657791
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2012-06-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA CAÑAVERALES EXT. 191 INT. 0 C.P. 14330,GRANJAS COAPA,TLALPAN,NA,NA,www.farmaciasdesimilares.com,19.29504294,-99.11484568
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALZADA CALZADA DE TLALPAN EXT. 1265  C.P. 3660,SAN SIMON TICUMAC,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.37089968,-99.1417148
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE JUAN SÁNCHEZ AZCONA EXT. 510  C.P. 3020,NARVARTE III,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.39349694,-99.1603224
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE 1 ORIENTE (AVENIDA CANAL DE MIRAMONTES) EXT. 3211  C.P. 14300,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,TLALPAN,NA,NA,www.farmaciasdesimilares.com,19.29809965,-99.12526985
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE 4 SUR (XOLA) EXT. 1113  C.P. 3020,NARVARTE III,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.39590891,-99.15775105
FARMACIAS DE SIMILARES,MEDICAMENTOS DE CALIDAD BSLN SA DE CV,2017-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA SAN JERONIMO EXT. 630  C.P. 1900,JARDINES DEL PEDREGAL,ALVARO OBREGON,"5568425074",edithcerezo@hotmail.com,NA,19.33111255,-99.21002449
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE ANILLO DE CIRCUNVALACION  EJE 1 ORIENTE EXT. 1009 INT. 0 C.P. 6090,CENTRO VI,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42350435,-99.12603888
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALZADA IGNACIO ZARAGOZA EXT. 795  C.P. 15020,PUEBLA,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.40909109,-99.07857198
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2016-10-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA JOSÉ MARÍA PINO SUÁREZ EXT. 83  C.P. 6090,CUAUHTEMOC,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42626124,-99.17370451
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALZADA DE LA VIGA EXT. 1852 INT. 0 C.P. 9099,MEXICALTZINGO (PBLO),IZTAPALAPA,NA,NA,www.farmaciasdesimilares.com,19.35915456,-99.12180488
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,OTRO CONGLOMERADO,CUMBRES DE MALTRATA 616,Fijo,CALLE CUMBRES DE MALTRATA EXT. 616  C.P. 3630,AMERICAS UNIDAS-DEL LAGO,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.38105596,-99.14329445
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,AVENIDA CHAPULTEPEC EXT. 92  C.P. 6040,ROMA NORTE II,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42549666,-99.15423816
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA PROGRESO NACIONAL EXT. 262  C.P. 7600,PROGRESO NACIONAL I,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.52111905,-99.16249392
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE Ignacio Aldama EXT. 339 INT. 0 C.P. 16020,SANTA MARIA TEPEPAN (PBLO),XOCHIMILCO,NA,NA,www.farmaciasdesimilares.com,19.27621313,-99.13295293
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALZADA CALZADA DE TLALPAN EXT. 4456  C.P. 14050,SAN LORENZO HUIPULCO,TLALPAN,NA,NA,www.farmaciasdesimilares.com,19.29544374,-99.15481761
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALZADA CALZADA GENERAL IGNACIO ZARAGOZA EXT. 750 INT. 0 C.P. 15740,AVIACION CIVIL,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.41145369,-99.08085845
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2011-03-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE 7 SUR (FÉLIX CUEVAS) EXT. 209  C.P. 3100,ACTIPAN,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.37309599,-99.17650379
FARMACIAS DE SIMILARES,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE SUR 107 EXT. 1703  C.P. 15980,24 DE ABRIL,VENUSTIANO CARRANZA,"5526122863",NA,www.farmaciasdesimilares.com,19.41661035,-99.11650563
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE 313 EXT. 707  C.P. 7420,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.50114468,-99.08527251
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA GUADALUPE VICTORIA EXT. 46  C.P. 7210,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.54276273,-99.13859916
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE 12 EXT. 123  C.P. 7600,PROGRESO NACIONAL I,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.52078471,-99.15905668
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE GENERAL FLORENCIO ANTILLON EXT. 136  C.P. 9100,JUAN ESCUTIA III,IZTAPALAPA,NA,NA,www.farmaciasdesimilares.com,19.3875038,-99.02928674
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,OTRO CONGLOMERADO,METRO PANTITLAN,Fijo,CALLE 4 Oriente (Río Churubusco) EXT. 0 INT. 0 C.P. 15690,PANTITLAN III,IZTACALCO,NA,NA,www.farmaciasdesimilares.com,19.41458181,-99.07243758
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA Chapultepec EXT. 158 INT. 0 C.P. 6700,ROMA NORTE II,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.4229522,-99.16268653
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE HORTELANOS EXT. 35 INT. 0 C.P. 15270,MORELOS II,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.44110367,-99.11904165
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE República de Argentina EXT. 101 INT. 0 C.P. 6020,CENTRO I,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.44222835,-99.13085466
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE Schiller EXT. 152 INT. 0 C.P. 11560,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,NA,NA,www.farmaciasdesimilares.com,19.43650304,-99.18620795
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA Universidad EXT. 790 INT. 0 C.P. 3310,STA CRUZ ATOYAC,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.37262858,-99.16344167
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA PENNSYLVANIA EXT. 116  C.P. 3100,INSURGENTES SAN BORJA,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.38617018,-99.1734234
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA 3 Norte (Noé) EXT. 4 INT. 0 C.P. 7840,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.46619106,-99.11938767
FARMACIAS DE SIMILARES,FARMACEUTICOS SADRAKI SA DE CV,2017-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE DON LUIS EXT. 2  C.P. 3500,NATIVITAS,BENITO JUAREZ,NA,nativitas2_72766_fs@outlook.com,NA,19.37994774,-99.13975448
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2016-01-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALZADA 8 SUR (CALZADA ERMITA IZTAPALAPA) EXT. 344 INT. 0 C.P. 9080,CACAMA,IZTAPALAPA,NA,NA,www.farmaciasdesimilares.com,19.35844171,-99.1280768
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALZADA CALZADA DE TLALPAN EXT. 498  C.P. 8200,VIADUCTO PIEDAD,IZTACALCO,NA,NA,www.farmaciasdesimilares.com,19.39938861,-99.13686829
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALZADA 3 SUR (CALZADA DE CHABACANO) EXT. 65 INT. 0 C.P. 6850,ASTURIAS (AMPL),CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.40848021,-99.13189533
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CONSTITUCION DE LA REPUBLICA EXT. 117 INT. 0 C.P. 7550,TABLAS DE SAN AGUSTIN,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.46373605,-99.11156897
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE JOSE MARIA IZAZAGA EXT. 50  C.P. 6080,CENTRO VI,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42654891,-99.13919709
FARMACIAS DE SIMILARES,MAVA FARMACIAS SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA CALZADA LEGARIA EXT. 464  C.P. 11470,DEPORTIVA PENSIL,MIGUEL HIDALGO,NA,NA,NA,19.44932945,-99.20383427
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE REPUBLICA DEL SALVADOR EXT. 105 INT. 0 C.P. 6010,CENTRO IV,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42923714,-99.13421346
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE COMERCIO EXT. 92  C.P. 11800,ESCANDON I,MIGUEL HIDALGO,NA,NA,www.farmaciasdesimilares.com,19.40253651,-99.17820879
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2014-12-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE HERREROS EXT. 56  C.P. 15270,MORELOS II,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.43984367,-99.11656171
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE MARTIRES DE LA CONQUISTA EXT. 4  C.P. 11870,TACUBAYA,MIGUEL HIDALGO,NA,NA,www.farmaciasdesimilares.com,19.40059537,-99.18803512
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CANAL DEL NORTE EXT. 274  C.P. 15220,POPULAR RASTRO,VENUSTIANO CARRANZA,NA,NA,www.farmaciasdesimilares.com,19.45022764,-99.11606503
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE Doctor Valenzuela EXT. 38 INT. 0 C.P. 6720,DOCTORES I,CUAUHTEMOC,NA,NA,www.farmaciasdesimilares.com,19.42462303,-99.14332849
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE ANTILLAS EXT. 318  C.P. 3300,PORTALES I,BENITO JUAREZ,NA,NA,www.farmaciasdesimilares.com,19.36851131,-99.14291013
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2019-04-01,Farmacias y salud,Farmacias sin minisúper,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA Marina Nacional EXT. 96 INT. 0 C.P. 11400,POPOTLA II,MIGUEL HIDALGO,NA,NA,www.farmaciasdesimilares.com,19.4499993,-99.18356114
FARMACIAS DE SIMILARES,FARMACIAS DE SIMILARES SA DE CV,2010-07-01,Farmacias y salud,Farmacias sin minisúper,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,AVENIDA ALFREDO ROBLES DOMINGUEZ EXT. 180 INT. 0 C.P. 7870,VALLEJO I,GUSTAVO A. MADERO,NA,NA,www.farmaciasdesimilares.com,19.46977678,-99.13172317
FARMACIAS DE SIMILARES,NA,2020-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE SIERRA SAN JUAN  INT. 0 C.P. 14657,MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,TLALPAN,NA,NA,NA,19.25630729,-99.18126642
